countrycode,countryname,adminone,adminlevel,date,datatype,indicator name,population,prevalence
#country+code,#country+name,#adm1+name,#meta+adminlevel,#date,#data+type,#indicator+name,#population,#indicator+prevalence
NGA,Nigeria,Lagos,subnational,2024-12-14,SURVEY,total,12631475,
NGA,Nigeria,Lagos,subnational,2024-12-14,SURVEY,fcs,3103869,0.24572498461185255
NGA,Nigeria,Lagos,subnational,2024-12-14,SURVEY,rcsi,1885121,0.14923997395395233
NGA,Nigeria,Lagos,subnational,2024-12-14,SURVEY,health access,1737434,0.38582128889101663
NGA,Nigeria,Lagos,subnational,2024-12-14,SURVEY,market access,2338692,0.18514797361353286
NGA,Nigeria,Nassarawa,subnational,2024-12-14,SURVEY,total,2536680,
NGA,Nigeria,Nassarawa,subnational,2024-12-14,SURVEY,fcs,1608036,0.6339136193765079
NGA,Nigeria,Nassarawa,subnational,2024-12-14,SURVEY,rcsi,603387,0.23786484696532476
NGA,Nigeria,Nassarawa,subnational,2024-12-14,SURVEY,health access,310139,0.33884798687910217
NGA,Nigeria,Nassarawa,subnational,2024-12-14,SURVEY,market access,356299,0.1404587886528849
NGA,Nigeria,Niger,subnational,2024-12-14,SURVEY,total,6109666,
NGA,Nigeria,Niger,subnational,2024-12-14,SURVEY,fcs,3863691,0.632389888416159
NGA,Nigeria,Niger,subnational,2024-12-14,SURVEY,rcsi,1388323,0.22723386188377562
NGA,Nigeria,Niger,subnational,2024-12-14,SURVEY,health access,891296,0.4374012319991805
NGA,Nigeria,Niger,subnational,2024-12-14,SURVEY,market access,843237,0.1380168735901439
NGA,Nigeria,Ogun,subnational,2024-12-14,SURVEY,total,5408787,
NGA,Nigeria,Ogun,subnational,2024-12-14,SURVEY,fcs,2195789,0.4059669940783396
NGA,Nigeria,Ogun,subnational,2024-12-14,SURVEY,rcsi,811199,0.14997798951964644
NGA,Nigeria,Ogun,subnational,2024-12-14,SURVEY,health access,573834,0.34336944876127284
NGA,Nigeria,Ogun,subnational,2024-12-14,SURVEY,market access,733344,0.13558368385679329
NGA,Nigeria,Plateau,subnational,2024-12-14,SURVEY,total,4620441,
NGA,Nigeria,Plateau,subnational,2024-12-14,SURVEY,fcs,2458162,0.5320189133461503
NGA,Nigeria,Plateau,subnational,2024-12-14,SURVEY,rcsi,1071235,0.23184691677699162
NGA,Nigeria,Plateau,subnational,2024-12-14,SURVEY,health access,766655,0.46839693043539354
NGA,Nigeria,Plateau,subnational,2024-12-14,SURVEY,market access,835703,0.18087083029520346
NGA,Nigeria,Rivers,subnational,2024-12-14,SURVEY,total,7216862,
NGA,Nigeria,Rivers,subnational,2024-12-14,SURVEY,fcs,2624902,0.36371791507167517
NGA,Nigeria,Rivers,subnational,2024-12-14,SURVEY,rcsi,1350635,0.1871498997763848
NGA,Nigeria,Rivers,subnational,2024-12-14,SURVEY,health access,842770,0.369613483098897
NGA,Nigeria,Rivers,subnational,2024-12-14,SURVEY,market access,1317842,0.18260595810201163
NGA,Nigeria,Sokoto,subnational,2024-12-14,SURVEY,total,5417315,
NGA,Nigeria,Sokoto,subnational,2024-12-14,SURVEY,fcs,4085749,0.754201850916921
NGA,Nigeria,Sokoto,subnational,2024-12-14,SURVEY,rcsi,1918953,0.3542258480446494
NGA,Nigeria,Sokoto,subnational,2024-12-14,SURVEY,health access,928679,0.4272527737419919
NGA,Nigeria,Sokoto,subnational,2024-12-14,SURVEY,market access,955982,0.17646786276965618
NGA,Nigeria,Taraba,subnational,2024-12-14,SURVEY,total,3402075,
NGA,Nigeria,Taraba,subnational,2024-12-14,SURVEY,fcs,2224837,0.6539647127120948
NGA,Nigeria,Taraba,subnational,2024-12-14,SURVEY,rcsi,852883,0.25069494352711214
NGA,Nigeria,Taraba,subnational,2024-12-14,SURVEY,health access,633558,0.5263160521048085
NGA,Nigeria,Taraba,subnational,2024-12-14,SURVEY,market access,660114,0.19403275941888407
NGA,Nigeria,Yobe,subnational,2024-12-14,SURVEY,total,4340967,
NGA,Nigeria,Yobe,subnational,2024-12-14,SURVEY,fcs,2332761,0.5373827997310276
NGA,Nigeria,Yobe,subnational,2024-12-14,SURVEY,rcsi,2003477,0.4615278116603973
NGA,Nigeria,Yobe,subnational,2024-12-14,SURVEY,health access,2180702,0.5982583757860832
NGA,Nigeria,Yobe,subnational,2024-12-14,SURVEY,market access,2676414,0.6165478797696458
NGA,Nigeria,Zamfara,subnational,2024-12-14,SURVEY,total,3483746,
NGA,Nigeria,Zamfara,subnational,2024-12-14,SURVEY,fcs,2694134,0.7733439808757584
NGA,Nigeria,Zamfara,subnational,2024-12-14,SURVEY,rcsi,1276566,0.3664348663765958
NGA,Nigeria,Zamfara,subnational,2024-12-14,SURVEY,health access,814945,0.5298909746311988
NGA,Nigeria,Zamfara,subnational,2024-12-14,SURVEY,market access,738028,0.2118489694713679
NGA,Nigeria,Abia,subnational,2024-12-13,SURVEY,total,3802539,
NGA,Nigeria,Abia,subnational,2024-12-13,SURVEY,fcs,1357616,0.3570288167984602
NGA,Nigeria,Abia,subnational,2024-12-13,SURVEY,rcsi,665064,0.17489998130196693
NGA,Nigeria,Abia,subnational,2024-12-13,SURVEY,health access,586393,0.409672338796207
NGA,Nigeria,Abia,subnational,2024-12-13,SURVEY,market access,564087,0.14834482959938086
NGA,Nigeria,Abuja,subnational,2024-12-13,SURVEY,total,4346654,
NGA,Nigeria,Abuja,subnational,2024-12-13,SURVEY,fcs,1376533,0.3166879627409957
NGA,Nigeria,Abuja,subnational,2024-12-13,SURVEY,rcsi,651067,0.14978578925306685
NGA,Nigeria,Abuja,subnational,2024-12-13,SURVEY,health access,493249,0.3102174716905256
NGA,Nigeria,Abuja,subnational,2024-12-13,SURVEY,market access,399557,0.09192289057284063
NGA,Nigeria,Adamawa,subnational,2024-12-13,SURVEY,total,4946724,
NGA,Nigeria,Adamawa,subnational,2024-12-13,SURVEY,fcs,2515310,0.5084799556231558
NGA,Nigeria,Adamawa,subnational,2024-12-13,SURVEY,rcsi,2449029,0.4950809869319574
NGA,Nigeria,Adamawa,subnational,2024-12-13,SURVEY,health access,2863282,0.6675137686349242
NGA,Nigeria,Adamawa,subnational,2024-12-13,SURVEY,market access,2722018,0.5502668028375951
NGA,Nigeria,Akwa Ibom,subnational,2024-12-13,SURVEY,total,5449818,
NGA,Nigeria,Akwa Ibom,subnational,2024-12-13,SURVEY,fcs,1593559,0.29240591153686235
NGA,Nigeria,Akwa Ibom,subnational,2024-12-13,SURVEY,rcsi,831456,0.15256582880382427
NGA,Nigeria,Akwa Ibom,subnational,2024-12-13,SURVEY,health access,571767,0.3318400426563009
NGA,Nigeria,Akwa Ibom,subnational,2024-12-13,SURVEY,market access,701418,0.1287048484921882
NGA,Nigeria,Bauchi,subnational,2024-12-13,SURVEY,total,7222452,
NGA,Nigeria,Bauchi,subnational,2024-12-13,SURVEY,fcs,5327930,0.7376899147270206
NGA,Nigeria,Bauchi,subnational,2024-12-13,SURVEY,rcsi,2714146,0.3757928747743841
NGA,Nigeria,Bauchi,subnational,2024-12-13,SURVEY,health access,1614102,0.5052745317146866
NGA,Nigeria,Bauchi,subnational,2024-12-13,SURVEY,market access,1234273,0.17089390140633678
NGA,Nigeria,Benue,subnational,2024-12-13,SURVEY,total,6282546,
NGA,Nigeria,Benue,subnational,2024-12-13,SURVEY,fcs,2792956,0.44455798652329803
NGA,Nigeria,Benue,subnational,2024-12-13,SURVEY,rcsi,1310369,0.20857292568968058
NGA,Nigeria,Benue,subnational,2024-12-13,SURVEY,health access,1122427,0.5567091392901453
NGA,Nigeria,Benue,subnational,2024-12-13,SURVEY,market access,1124663,0.17901389022857933
NGA,Nigeria,Borno,subnational,2024-12-13,SURVEY,total,5884116,
NGA,Nigeria,Borno,subnational,2024-12-13,SURVEY,fcs,3231244,0.5491468896942209
NGA,Nigeria,Borno,subnational,2024-12-13,SURVEY,rcsi,2853301,0.48491583102712454
NGA,Nigeria,Borno,subnational,2024-12-13,SURVEY,health access,3468639,0.6937803098733564
NGA,Nigeria,Borno,subnational,2024-12-13,SURVEY,market access,3184583,0.5412168964717895
NGA,Nigeria,Cross River,subnational,2024-12-13,SURVEY,total,3666248,
NGA,Nigeria,Cross River,subnational,2024-12-13,SURVEY,fcs,1230444,0.3356139573754967
NGA,Nigeria,Cross River,subnational,2024-12-13,SURVEY,rcsi,589521,0.1607968146181055
NGA,Nigeria,Cross River,subnational,2024-12-13,SURVEY,health access,411378,0.38413834980419037
NGA,Nigeria,Cross River,subnational,2024-12-13,SURVEY,market access,408075,0.11130589092718222
NGA,Nigeria,Edo,subnational,2024-12-13,SURVEY,total,4275642,
NGA,Nigeria,Edo,subnational,2024-12-13,SURVEY,fcs,1838791,0.4300619649633903
NGA,Nigeria,Edo,subnational,2024-12-13,SURVEY,rcsi,762770,0.17839893985511415
NGA,Nigeria,Edo,subnational,2024-12-13,SURVEY,health access,603224,0.4474590609322172
NGA,Nigeria,Edo,subnational,2024-12-13,SURVEY,market access,629246,0.14716994547251616
NGA,Nigeria,Enugu,subnational,2024-12-13,SURVEY,total,4361568,
NGA,Nigeria,Enugu,subnational,2024-12-13,SURVEY,fcs,1401746,0.32138579520025823
NGA,Nigeria,Enugu,subnational,2024-12-13,SURVEY,rcsi,838467,0.19223980916954642
NGA,Nigeria,Enugu,subnational,2024-12-13,SURVEY,health access,566410,0.3899487344313583
NGA,Nigeria,Enugu,subnational,2024-12-13,SURVEY,market access,694937,0.15933191916301662
NGA,Nigeria,Gombe,subnational,2024-12-13,SURVEY,total,3545037,
NGA,Nigeria,Gombe,subnational,2024-12-13,SURVEY,fcs,2692852,0.7596118178738331
NGA,Nigeria,Gombe,subnational,2024-12-13,SURVEY,rcsi,1281757,0.36156378621718194
NGA,Nigeria,Gombe,subnational,2024-12-13,SURVEY,health access,581432,0.40550392666246793
NGA,Nigeria,Gombe,subnational,2024-12-13,SURVEY,market access,724123,0.20426387651243133
NGA,Nigeria,Jigawa,subnational,2024-12-13,SURVEY,total,6366194,
NGA,Nigeria,Jigawa,subnational,2024-12-13,SURVEY,fcs,4897557,0.7693069045649568
NGA,Nigeria,Jigawa,subnational,2024-12-13,SURVEY,rcsi,2462513,0.3868108637594142
NGA,Nigeria,Jigawa,subnational,2024-12-13,SURVEY,health access,1378204,0.5490881956033189
NGA,Nigeria,Jigawa,subnational,2024-12-13,SURVEY,market access,1584762,0.2489339784492901
NGA,Nigeria,Kaduna,subnational,2024-12-13,SURVEY,total,9391404,
NGA,Nigeria,Kaduna,subnational,2024-12-13,SURVEY,fcs,6761594,0.7199769065413435
NGA,Nigeria,Kaduna,subnational,2024-12-13,SURVEY,rcsi,3449490,0.3673029080635867
NGA,Nigeria,Kaduna,subnational,2024-12-13,SURVEY,health access,1639598,0.5178949334288805
NGA,Nigeria,Kaduna,subnational,2024-12-13,SURVEY,market access,1676487,0.17851292522396012
NGA,Nigeria,Kano,subnational,2024-12-13,SURVEY,total,14936166,
NGA,Nigeria,Kano,subnational,2024-12-13,SURVEY,fcs,11296745,0.7563349925275336
NGA,Nigeria,Kano,subnational,2024-12-13,SURVEY,rcsi,5336258,0.35727093552656014
NGA,Nigeria,Kano,subnational,2024-12-13,SURVEY,health access,3170350,0.4999527985516633
NGA,Nigeria,Kano,subnational,2024-12-13,SURVEY,market access,3352213,0.224435976407868
NGA,Nigeria,Katsina,subnational,2024-12-13,SURVEY,total,7831200,
NGA,Nigeria,Katsina,subnational,2024-12-13,SURVEY,fcs,6119056,0.7813688834405966
NGA,Nigeria,Katsina,subnational,2024-12-13,SURVEY,rcsi,3288978,0.41998391051179895
NGA,Nigeria,Katsina,subnational,2024-12-13,SURVEY,health access,2039369,0.6290178367855428
NGA,Nigeria,Katsina,subnational,2024-12-13,SURVEY,market access,1751346,0.22363699049954028
NGA,Nigeria,Kebbi,subnational,2024-12-13,SURVEY,total,4915325,
NGA,Nigeria,Kebbi,subnational,2024-12-13,SURVEY,fcs,3924552,0.7984318432657047
NGA,Nigeria,Kebbi,subnational,2024-12-13,SURVEY,rcsi,1880549,0.38258894376262
NGA,Nigeria,Kebbi,subnational,2024-12-13,SURVEY,health access,864251,0.46881674393917117
NGA,Nigeria,Kebbi,subnational,2024-12-13,SURVEY,market access,843253,0.1715558991521415
NGA,Nigeria,Kogi,subnational,2024-12-13,SURVEY,total,4510378,
NGA,Nigeria,Kogi,subnational,2024-12-13,SURVEY,fcs,2189341,0.48540078015634164
NGA,Nigeria,Kogi,subnational,2024-12-13,SURVEY,rcsi,851207,0.18872187652564817
NGA,Nigeria,Kogi,subnational,2024-12-13,SURVEY,health access,756417,0.44159162136160446
NGA,Nigeria,Kogi,subnational,2024-12-13,SURVEY,market access,937450,0.2078428903298127
NGA,Nigeria,Kwara,subnational,2024-12-13,SURVEY,total,3201976,
NGA,Nigeria,Kwara,subnational,2024-12-13,SURVEY,fcs,1272340,0.39736087965681194
NGA,Nigeria,Kwara,subnational,2024-12-13,SURVEY,rcsi,650491,0.20315299052834873
NGA,Nigeria,Kwara,subnational,2024-12-13,SURVEY,health access,550592,0.4863318706944979
NGA,Nigeria,Kwara,subnational,2024-12-13,SURVEY,market access,577085,0.18022777185088207
NGA,Nigeria,Lagos,subnational,2024-12-13,SURVEY,total,12631475,
NGA,Nigeria,Lagos,subnational,2024-12-13,SURVEY,fcs,3015676,0.23874298132245048
NGA,Nigeria,Lagos,subnational,2024-12-13,SURVEY,rcsi,1916914,0.15175694049982286
NGA,Nigeria,Lagos,subnational,2024-12-13,SURVEY,health access,1703303,0.3815307256884447
NGA,Nigeria,Lagos,subnational,2024-12-13,SURVEY,market access,2370473,0.18766399015158564
NGA,Nigeria,Nassarawa,subnational,2024-12-13,SURVEY,total,2536680,
NGA,Nigeria,Nassarawa,subnational,2024-12-13,SURVEY,fcs,1611854,0.6354187363009919
NGA,Nigeria,Nassarawa,subnational,2024-12-13,SURVEY,rcsi,598849,0.23607589447624455
NGA,Nigeria,Nassarawa,subnational,2024-12-13,SURVEY,health access,300030,0.32589112884093335
NGA,Nigeria,Nassarawa,subnational,2024-12-13,SURVEY,market access,348755,0.1374849601665755
NGA,Nigeria,Niger,subnational,2024-12-13,SURVEY,total,6109666,
NGA,Nigeria,Niger,subnational,2024-12-13,SURVEY,fcs,3854887,0.6309488931146154
NGA,Nigeria,Niger,subnational,2024-12-13,SURVEY,rcsi,1384236,0.22656492187952665
NGA,Nigeria,Niger,subnational,2024-12-13,SURVEY,health access,899605,0.43797528136337405
NGA,Nigeria,Niger,subnational,2024-12-13,SURVEY,market access,845706,0.13842098733384117
NGA,Nigeria,Ogun,subnational,2024-12-13,SURVEY,total,5408787,
NGA,Nigeria,Ogun,subnational,2024-12-13,SURVEY,fcs,2186231,0.40419986958258847
NGA,Nigeria,Ogun,subnational,2024-12-13,SURVEY,rcsi,820156,0.15163399852869044
NGA,Nigeria,Ogun,subnational,2024-12-13,SURVEY,health access,574332,0.3411270064939908
NGA,Nigeria,Ogun,subnational,2024-12-13,SURVEY,market access,736081,0.13608984787162076
NGA,Nigeria,Plateau,subnational,2024-12-13,SURVEY,total,4620441,
NGA,Nigeria,Plateau,subnational,2024-12-13,SURVEY,fcs,2466109,0.5337388790377369
NGA,Nigeria,Plateau,subnational,2024-12-13,SURVEY,rcsi,1097313,0.23749096677135365
NGA,Nigeria,Plateau,subnational,2024-12-13,SURVEY,health access,781667,0.47818423106159846
NGA,Nigeria,Plateau,subnational,2024-12-13,SURVEY,market access,860977,0.1863408709255242
NGA,Nigeria,Rivers,subnational,2024-12-13,SURVEY,total,7216862,
NGA,Nigeria,Rivers,subnational,2024-12-13,SURVEY,fcs,2594555,0.35951290186787555
NGA,Nigeria,Rivers,subnational,2024-12-13,SURVEY,rcsi,1393013,0.19302198102166843
NGA,Nigeria,Rivers,subnational,2024-12-13,SURVEY,health access,874286,0.3879044798812532
NGA,Nigeria,Rivers,subnational,2024-12-13,SURVEY,market access,1348109,0.18679988615550636
NGA,Nigeria,Sokoto,subnational,2024-12-13,SURVEY,total,5417315,
NGA,Nigeria,Sokoto,subnational,2024-12-13,SURVEY,fcs,4063712,0.750133968580376
NGA,Nigeria,Sokoto,subnational,2024-12-13,SURVEY,rcsi,1890155,0.3489099304729372
NGA,Nigeria,Sokoto,subnational,2024-12-13,SURVEY,health access,937628,0.43165391220016
NGA,Nigeria,Sokoto,subnational,2024-12-13,SURVEY,market access,947201,0.17484694908824758
NGA,Nigeria,Taraba,subnational,2024-12-13,SURVEY,total,3402075,
NGA,Nigeria,Taraba,subnational,2024-12-13,SURVEY,fcs,2227137,0.6546407707061132
NGA,Nigeria,Taraba,subnational,2024-12-13,SURVEY,rcsi,856377,0.25172196380150347
NGA,Nigeria,Taraba,subnational,2024-12-13,SURVEY,health access,629033,0.5221555999628072
NGA,Nigeria,Taraba,subnational,2024-12-13,SURVEY,market access,654542,0.19239493544381006
NGA,Nigeria,Yobe,subnational,2024-12-13,SURVEY,total,4340967,
NGA,Nigeria,Yobe,subnational,2024-12-13,SURVEY,fcs,2340297,0.5391188184568093
NGA,Nigeria,Yobe,subnational,2024-12-13,SURVEY,rcsi,2000317,0.4607998632562745
NGA,Nigeria,Yobe,subnational,2024-12-13,SURVEY,health access,2147940,0.592484367588129
NGA,Nigeria,Yobe,subnational,2024-12-13,SURVEY,market access,2667476,0.6144888915303894
NGA,Nigeria,Zamfara,subnational,2024-12-13,SURVEY,total,3483746,
NGA,Nigeria,Zamfara,subnational,2024-12-13,SURVEY,fcs,2698028,0.7744617431925289
NGA,Nigeria,Zamfara,subnational,2024-12-13,SURVEY,rcsi,1268052,0.3639909453789111
NGA,Nigeria,Zamfara,subnational,2024-12-13,SURVEY,health access,819934,0.529715175239976
NGA,Nigeria,Zamfara,subnational,2024-12-13,SURVEY,market access,717505,0.20595789704530698
NGA,Nigeria,Abia,subnational,2024-12-12,SURVEY,total,3802539,
NGA,Nigeria,Abia,subnational,2024-12-12,SURVEY,fcs,1346825,0.35419097608203365
NGA,Nigeria,Abia,subnational,2024-12-12,SURVEY,rcsi,658386,0.17314378629647192
NGA,Nigeria,Abia,subnational,2024-12-12,SURVEY,health access,585602,0.407423678877064
NGA,Nigeria,Abia,subnational,2024-12-12,SURVEY,market access,564988,0.14858177654456667
NGA,Nigeria,Abuja,subnational,2024-12-12,SURVEY,total,4346654,
NGA,Nigeria,Abuja,subnational,2024-12-12,SURVEY,fcs,1357412,0.312288946854293
NGA,Nigeria,Abuja,subnational,2024-12-12,SURVEY,rcsi,659435,0.15171094823742584
NGA,Nigeria,Abuja,subnational,2024-12-12,SURVEY,health access,471968,0.30737631141248317
NGA,Nigeria,Abuja,subnational,2024-12-12,SURVEY,market access,404923,0.09315735679412285
NGA,Nigeria,Adamawa,subnational,2024-12-12,SURVEY,total,4946724,
NGA,Nigeria,Adamawa,subnational,2024-12-12,SURVEY,fcs,2534394,0.5123378623913524
NGA,Nigeria,Adamawa,subnational,2024-12-12,SURVEY,rcsi,2426635,0.4905539504528654
NGA,Nigeria,Adamawa,subnational,2024-12-12,SURVEY,health access,2889257,0.6686726192730273
NGA,Nigeria,Adamawa,subnational,2024-12-12,SURVEY,market access,2709592,0.5477548373428556
NGA,Nigeria,Akwa Ibom,subnational,2024-12-12,SURVEY,total,5449818,
NGA,Nigeria,Akwa Ibom,subnational,2024-12-12,SURVEY,fcs,1612268,0.29583887021548244
NGA,Nigeria,Akwa Ibom,subnational,2024-12-12,SURVEY,rcsi,836111,0.15341998576833207
NGA,Nigeria,Akwa Ibom,subnational,2024-12-12,SURVEY,health access,572241,0.33407099712965527
NGA,Nigeria,Akwa Ibom,subnational,2024-12-12,SURVEY,market access,702966,0.12898889467501487
NGA,Nigeria,Bauchi,subnational,2024-12-12,SURVEY,total,7222452,
NGA,Nigeria,Bauchi,subnational,2024-12-12,SURVEY,fcs,5375021,0.7442099995957052
NGA,Nigeria,Bauchi,subnational,2024-12-12,SURVEY,rcsi,2716082,0.376060927784636
NGA,Nigeria,Bauchi,subnational,2024-12-12,SURVEY,health access,1649860,0.52136466696731
NGA,Nigeria,Bauchi,subnational,2024-12-12,SURVEY,market access,1206279,0.16701793241408874
NGA,Nigeria,Benue,subnational,2024-12-12,SURVEY,total,6282546,
NGA,Nigeria,Benue,subnational,2024-12-12,SURVEY,fcs,2816459,0.4482989857933392
NGA,Nigeria,Benue,subnational,2024-12-12,SURVEY,rcsi,1324140,0.21076487143906308
NGA,Nigeria,Benue,subnational,2024-12-12,SURVEY,health access,1155869,0.5613386405020249
NGA,Nigeria,Benue,subnational,2024-12-12,SURVEY,market access,1157691,0.1842709945935931
NGA,Nigeria,Borno,subnational,2024-12-12,SURVEY,total,5884116,
NGA,Nigeria,Borno,subnational,2024-12-12,SURVEY,fcs,3261889,0.5543549787257763
NGA,Nigeria,Borno,subnational,2024-12-12,SURVEY,rcsi,2837709,0.4822659852389042
NGA,Nigeria,Borno,subnational,2024-12-12,SURVEY,health access,3448127,0.6930929755811133
NGA,Nigeria,Borno,subnational,2024-12-12,SURVEY,market access,3154521,0.5361078877438854
NGA,Nigeria,Cross River,subnational,2024-12-12,SURVEY,total,3666248,
NGA,Nigeria,Cross River,subnational,2024-12-12,SURVEY,fcs,1238106,0.3377038323648591
NGA,Nigeria,Cross River,subnational,2024-12-12,SURVEY,rcsi,596062,0.1625809274222584
NGA,Nigeria,Cross River,subnational,2024-12-12,SURVEY,health access,432199,0.3985069078509638
NGA,Nigeria,Cross River,subnational,2024-12-12,SURVEY,market access,420760,0.1147658314440267
NGA,Nigeria,Edo,subnational,2024-12-12,SURVEY,total,4275642,
NGA,Nigeria,Edo,subnational,2024-12-12,SURVEY,fcs,1840253,0.4304039019169519
NGA,Nigeria,Edo,subnational,2024-12-12,SURVEY,rcsi,761868,0.17818797738444894
NGA,Nigeria,Edo,subnational,2024-12-12,SURVEY,health access,607842,0.45164952259714447
NGA,Nigeria,Edo,subnational,2024-12-12,SURVEY,market access,628121,0.14690682709169758
NGA,Nigeria,Enugu,subnational,2024-12-12,SURVEY,total,4361568,
NGA,Nigeria,Enugu,subnational,2024-12-12,SURVEY,fcs,1413030,0.32397293817269385
NGA,Nigeria,Enugu,subnational,2024-12-12,SURVEY,rcsi,834551,0.19134196692565608
NGA,Nigeria,Enugu,subnational,2024-12-12,SURVEY,health access,563191,0.38723260440748797
NGA,Nigeria,Enugu,subnational,2024-12-12,SURVEY,market access,691155,0.15846479981511236
NGA,Nigeria,Gombe,subnational,2024-12-12,SURVEY,total,3545037,
NGA,Nigeria,Gombe,subnational,2024-12-12,SURVEY,fcs,2684979,0.7573909665822952
NGA,Nigeria,Gombe,subnational,2024-12-12,SURVEY,rcsi,1294789,0.3652399114593162
NGA,Nigeria,Gombe,subnational,2024-12-12,SURVEY,health access,590510,0.41173842284483586
NGA,Nigeria,Gombe,subnational,2024-12-12,SURVEY,market access,721429,0.2035039408615481
NGA,Nigeria,Jigawa,subnational,2024-12-12,SURVEY,total,6366194,
NGA,Nigeria,Jigawa,subnational,2024-12-12,SURVEY,fcs,4874384,0.7656668961077844
NGA,Nigeria,Jigawa,subnational,2024-12-12,SURVEY,rcsi,2254848,0.3541909027591682
NGA,Nigeria,Jigawa,subnational,2024-12-12,SURVEY,health access,1392286,0.5466786852342919
NGA,Nigeria,Jigawa,subnational,2024-12-12,SURVEY,market access,1610570,0.2529878919806717
NGA,Nigeria,Kaduna,subnational,2024-12-12,SURVEY,total,9391404,
NGA,Nigeria,Kaduna,subnational,2024-12-12,SURVEY,fcs,6768525,0.7207149218583292
NGA,Nigeria,Kaduna,subnational,2024-12-12,SURVEY,rcsi,3463803,0.36882696133613246
NGA,Nigeria,Kaduna,subnational,2024-12-12,SURVEY,health access,1678281,0.5236224111729305
NGA,Nigeria,Kaduna,subnational,2024-12-12,SURVEY,market access,1658878,0.1766379127125188
NGA,Nigeria,Kano,subnational,2024-12-12,SURVEY,total,14936166,
NGA,Nigeria,Kano,subnational,2024-12-12,SURVEY,fcs,11348245,0.7597829991980538
NGA,Nigeria,Kano,subnational,2024-12-12,SURVEY,rcsi,5240742,0.3508759878539111
NGA,Nigeria,Kano,subnational,2024-12-12,SURVEY,health access,3172307,0.5020659909288
NGA,Nigeria,Kano,subnational,2024-12-12,SURVEY,market access,3352736,0.22447099208725987
NGA,Nigeria,Katsina,subnational,2024-12-12,SURVEY,total,7831200,
NGA,Nigeria,Katsina,subnational,2024-12-12,SURVEY,fcs,6086142,0.7771659515783021
NGA,Nigeria,Katsina,subnational,2024-12-12,SURVEY,rcsi,3239007,0.4136028961078762
NGA,Nigeria,Katsina,subnational,2024-12-12,SURVEY,health access,2097258,0.6352588964998571
NGA,Nigeria,Katsina,subnational,2024-12-12,SURVEY,market access,1784260,0.2278399223618347
NGA,Nigeria,Kebbi,subnational,2024-12-12,SURVEY,total,4915325,
NGA,Nigeria,Kebbi,subnational,2024-12-12,SURVEY,fcs,3933734,0.8002998784414052
NGA,Nigeria,Kebbi,subnational,2024-12-12,SURVEY,rcsi,1873102,0.3810738862638788
NGA,Nigeria,Kebbi,subnational,2024-12-12,SURVEY,health access,903888,0.4888555320082827
NGA,Nigeria,Kebbi,subnational,2024-12-12,SURVEY,market access,872406,0.1774869413517926
NGA,Nigeria,Kogi,subnational,2024-12-12,SURVEY,total,4510378,
NGA,Nigeria,Kogi,subnational,2024-12-12,SURVEY,fcs,2204911,0.48885281898767685
NGA,Nigeria,Kogi,subnational,2024-12-12,SURVEY,rcsi,858284,0.19029092461873484
NGA,Nigeria,Kogi,subnational,2024-12-12,SURVEY,health access,764693,0.44931103413551354
NGA,Nigeria,Kogi,subnational,2024-12-12,SURVEY,market access,1016711,0.2254159185771126
NGA,Nigeria,Kwara,subnational,2024-12-12,SURVEY,total,3201976,
NGA,Nigeria,Kwara,subnational,2024-12-12,SURVEY,fcs,1255190,0.39200481202857235
NGA,Nigeria,Kwara,subnational,2024-12-12,SURVEY,rcsi,634154,0.19805082861333126
NGA,Nigeria,Kwara,subnational,2024-12-12,SURVEY,health access,556682,0.4909792969856081
NGA,Nigeria,Kwara,subnational,2024-12-12,SURVEY,market access,582689,0.18197794112135757
NGA,Nigeria,Lagos,subnational,2024-12-12,SURVEY,total,12631475,
NGA,Nigeria,Lagos,subnational,2024-12-12,SURVEY,fcs,3039385,0.2406199592684148
NGA,Nigeria,Lagos,subnational,2024-12-12,SURVEY,rcsi,1977356,0.1565419715433075
NGA,Nigeria,Lagos,subnational,2024-12-12,SURVEY,health access,1735716,0.3955656204170404
NGA,Nigeria,Lagos,subnational,2024-12-12,SURVEY,market access,2308326,0.18274397883065913
NGA,Nigeria,Nassarawa,subnational,2024-12-12,SURVEY,total,2536680,
NGA,Nigeria,Nassarawa,subnational,2024-12-12,SURVEY,fcs,1601743,0.6314328176987243
NGA,Nigeria,Nassarawa,subnational,2024-12-12,SURVEY,rcsi,598169,0.23580782755412585
NGA,Nigeria,Nassarawa,subnational,2024-12-12,SURVEY,health access,307412,0.33401617904580505
NGA,Nigeria,Nassarawa,subnational,2024-12-12,SURVEY,market access,352593,0.13899782392733806
NGA,Nigeria,Niger,subnational,2024-12-12,SURVEY,total,6109666,
NGA,Nigeria,Niger,subnational,2024-12-12,SURVEY,fcs,3888228,0.6364059835676779
NGA,Nigeria,Niger,subnational,2024-12-12,SURVEY,rcsi,1418676,0.2322018912326795
NGA,Nigeria,Niger,subnational,2024-12-12,SURVEY,health access,956352,0.44895793234512493
NGA,Nigeria,Niger,subnational,2024-12-12,SURVEY,market access,904939,0.14811595265600444
NGA,Nigeria,Ogun,subnational,2024-12-12,SURVEY,total,5408787,
NGA,Nigeria,Ogun,subnational,2024-12-12,SURVEY,fcs,2202214,0.40715487594538297
NGA,Nigeria,Ogun,subnational,2024-12-12,SURVEY,rcsi,827236,0.15294297963665424
